LOCATION,TIME,Value
MEX,1973,0.0004499384
MEX,1974,0.0004708216
MEX,1975,0.0004670247
MEX,1976,0.0006075118
MEX,1977,0.0007024355
MEX,1978,0.001570038
MEX,1979,0.003062239
MEX,1980,0.002870493
MEX,1981,0.002595214
MEX,1982,0.001477013
MEX,1983,0.003343213
MEX,1984,0.008334302
MEX,1985,0.0148043
MEX,1986,0.0530054
MEX,1987,0.368902
MEX,1988,0.4299684
MEX,1989,0.7497683
MEX,1990,1.297396
MEX,1991,2.407866
MEX,1992,3.759478
MEX,1993,4.170413
MEX,1994,5.697978
MEX,1995,5.016715
MEX,1996,7.227631
MEX,1997,10.03862
MEX,1998,9.760063
MEX,1999,11.9402
MEX,2000,15.16595
MEX,2001,13.90508
MEX,2002,14.86483
MEX,2003,16.13303
MEX,2004,23.95524
MEX,2005,32.5174
MEX,2006,47.28329
MEX,2007,67.61674
MEX,2008,60.97446
MEX,2009,57.62597
MEX,2010,75.8243
MEX,2011,81.87281
MEX,2012,90.55163
MEX,2013,95.61466
MEX,2014,96.99588
MEX,2015,100.0
MEX,2016,103.8302
MEX,2017,111.6367
MEX,2018,107.3901
MEX,2019,97.96741
MEX,2020,89.09683
MEX,2021,112.5645
MEX,2022,114.3505
NLD,1957,4.596242
NLD,1958,4.554835
NLD,1959,6.59276
NLD,1960,8.629565
NLD,1961,9.470027
NLD,1962,8.1752
NLD,1963,8.547869
NLD,1964,9.126456
NLD,1965,8.430361
NLD,1966,6.814346
NLD,1967,7.160155
NLD,1968,9.314469
NLD,1969,10.28139
NLD,1970,9.443169
NLD,1971,8.85339
NLD,1972,10.36645
NLD,1973,10.89243
NLD,1974,8.38
NLD,1975,8.508699
NLD,1976,8.902632
NLD,1977,8.526606
NLD,1978,8.562418
NLD,1979,8.459458
NLD,1980,7.924517
NLD,1981,8.371048
NLD,1982,8.507581
NLD,1983,12.08352
NLD,1984,15.52644
NLD,1985,19.62711
NLD,1986,22.53028
NLD,1987,23.44622
NLD,1988,21.23934
NLD,1989,26.86694
NLD,1990,26.18817
NLD,1991,26.93003
NLD,1992,28.22098
NLD,1993,32.73054
NLD,1994,38.76354
NLD,1995,40.56503
NLD,1996,52.41022
NLD,1997,78.50376
NLD,1998,98.39957
NLD,1999,108.7903
NLD,2000,131.6402
NLD,2001,107.5681
NLD,2002,82.81168
NLD,2003,61.54979
NLD,2004,69.2782
NLD,2005,80.23375
NLD,2006,97.04997
NLD,2007,112.2636
NLD,2008,85.03772
NLD,2009,59.72424
NLD,2010,73.15678
NLD,2011,72.2315
NLD,2012,70.69311
NLD,2013,78.16099
NLD,2014,87.28794
NLD,2015,100.0
NLD,2016,94.80723
NLD,2017,110.5136
NLD,2018,112.6535
NLD,2019,115.1279
NLD,2020,112.6761
NLD,2021,145.9432
NLD,2022,134.8387
NZL,1967,9.009783
NZL,1968,10.72479
NZL,1969,13.33553
NZL,1970,13.96691
NZL,1971,12.29414
NZL,1972,12.91897
NZL,1973,15.37751
NZL,1974,12.87892
NZL,1975,11.89361
NZL,1976,12.93427
NZL,1977,11.42171
NZL,1978,11.61543
NZL,1979,12.69031
NZL,1980,16.41962
NZL,1981,23.36558
NZL,1982,22.84197
NZL,1983,30.21394
NZL,1984,43.10889
NZL,1985,50.73428
NZL,1986,89.77522
NZL,1987,93.4339
NZL,1988,56.93306
NZL,1989,59.11778
NZL,1990,49.24853
NZL,1991,40.2697
NZL,1992,43.48306
NZL,1993,53.72575
NZL,1994,64.57092
NZL,1995,63.35861
NZL,1996,66.85373
NZL,1997,73.41335
NZL,1998,62.46666
NZL,1999,66.72978
NZL,2000,63.5146
NZL,2001,62.63875
NZL,2002,64.80781
NZL,2003,67.30801
NZL,2004,79.21844
NZL,2005,88.39185
NZL,2006,91.12276
NZL,2007,100.5161
NZL,2008,75.73389
NZL,2009,62.66788
NZL,2010,64.88675
NZL,2011,66.67247
NZL,2012,69.88073
NZL,2013,84.4073
NZL,2014,92.69604
NZL,2015,100.0
NZL,2016,113.0788
NZL,2017,121.3388
NZL,2018,134.8975
NZL,2019,152.9353
NZL,2020,166.7853
NZL,2021,182.3164
NZL,2022,161.1459
NOR,1986,5.976775
NOR,1987,6.862418
NOR,1988,6.045171
NOR,1989,10.04196
NOR,1990,12.20083
NOR,1991,9.99812
NOR,1992,8.251387
NOR,1993,10.56984
NOR,1994,13.32147
NOR,1995,14.43994
NOR,1996,17.45799
NOR,1997,25.32718
NOR,1998,23.31964
NOR,1999,22.39675
NOR,2000,28.79545
NOR,2001,26.07239
NOR,2002,21.97089
NOR,2003,21.0632
NOR,2004,32.19968
NOR,2005,47.097
NOR,2006,66.46877
NOR,2007,82.78613
NOR,2008,66.81609
NOR,2009,50.24091
NOR,2010,63.63547
NOR,2011,69.08046
NOR,2012,71.57411
NOR,2013,81.64138
NOR,2014,97.16092
NOR,2015,100.0
NOR,2016,100.0486
NOR,2017,122.245
NOR,2018,146.9248
NOR,2019,147.6501
NOR,2020,139.0697
NOR,2021,181.5089
NOR,2022,206.0979
